product,description,review,rating,price,num_ratings,num_reviews,ram_gb,storage_gb,display_inch,camera_mp,battery_mah,warranty_years
"Google Pixel 7a (Sea, 128 GB)",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Handset and 6 Months Accessories,"26,564 Ratings & 2,640 Reviews",4.1,27999.0,564.0,640.0,8.0,128.0,6.1,50.0,4300.0,1.0
"POCO X7 Pro 5G (Nebula Green, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4,169 Ratings & 786 Reviews",4.3,25999.0,169.0,786.0,8.0,256.0,6.67,50.0,6550.0,1.0
"SAMSUNG Galaxy A06 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,40 Ratings & 7 Reviews,4.3,9999.0,40.0,7.0,4.0,64.0,6.7,50.0,5000.0,1.0
"itel A50 (Lime Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T603 Processor1 Year manufacturer,242 Ratings & 16 Reviews,4.2,6107.0,242.0,16.0,4.0,64.0,6.67,8.0,5000.0,1.0
"Nokia 106-SS-1578,32 MB,1000 mAh Battery.",32 MB RAM | 32 MB ROM17.02 cm (6.7 inch) Display1000 mAh BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,"1,267 Ratings & 66 Reviews",4.0,1478.0,267.0,66.0,8.0,128.0,6.7,50.0,1000.0,1.0
"Infinix Note 40 5G (Ttan Gold, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 7020 Processor1 Year on Handset,"9,889 Ratings & 987 Reviews",4.2,15999.0,889.0,987.0,8.0,256.0,6.78,50.0,5000.0,1.0
"SAMSUNG galaxy M15 5G (Stone Grey, 128 GB)",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryMediaTek ProcessorDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories.,138 Ratings & 9 Reviews,4.2,16890.0,138.0,9.0,8.0,128.0,6.5,50.0,6000.0,1.0
"vivo V30 5G (Classic Black, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"7,827 Ratings & 701 Reviews",4.5,31990.0,827.0,701.0,8.0,256.0,6.78,50.0,5000.0,1.0
"realme GT 6T 5G (Fluid Silver, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,"2,518 Ratings & 191 Reviews",4.5,26625.0,518.0,191.0,8.0,256.0,6.78,50.0,5500.0,1.0
"Infinix GT 20 Pro (Mecha Silver, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,"7,895 Ratings & 547 Reviews",4.3,26999.0,895.0,547.0,12.0,256.0,6.78,50.0,5000.0,1.0
Snexian BOLD X2,32 MB RAM | 32 MB ROM5.11 cm (2.01 inch) NA Display1.3MP Rear Camera1000 mAh Battery3 Month Domestic Warranty,191 Ratings & 16 Reviews,3.7,1199.0,191.0,16.0,8.0,128.0,2.01,3.0,1000.0,1.0
ringme R1+ JUMBO,32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display1MP Rear Camera4000 mAh Battery1 MONTH Domestic Warranty,109 Ratings & 9 Reviews,4.1,1449.0,109.0,9.0,8.0,128.0,2.4,1.0,4000.0,1.0
"realme C63 (Leather Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"10,449 Ratings & 532 Reviews",4.3,8499.0,449.0,532.0,4.0,64.0,6.745,50.0,5000.0,1.0
"IQOO Neo 10R 5G (Raging Blue, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,52 Ratings & 6 Reviews,4.5,33500.0,52.0,6.0,8.0,256.0,6.78,50.0,6400.0,1.0
"Google Pixel 9 Pro XL (Obsidian, 512 GB)",16 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Display50MP + 48MP + 48MP | 42MP Front Camera5060 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,640 Ratings & 58 Reviews,4.6,129999.0,640.0,58.0,16.0,512.0,6.8,50.0,5060.0,1.0
"LAVA Yuva Star (Glossy White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc SC9863A Processor1 Year Handset Warranty and 6 Months Warranty on Accessories,676 Ratings & 40 Reviews,4.1,6749.0,676.0,40.0,4.0,64.0,6.75,13.0,5000.0,1.0
"SAMSUNG Galaxy A16 5G (Gold, 128 GB)",8 MB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 50MP + 5MP + 2MP | 13MP + 13MP Dual Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,"1,077 Ratings & 70 Reviews",4.2,15999.0,77.0,70.0,8.0,128.0,6.7,50.0,5000.0,1.0
"REDMI Note 14 5G (Titan Black, 128 GB)",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5110 mAh Battery1 Year,"1,014 Ratings & 54 Reviews",4.4,17490.0,14.0,54.0,6.0,128.0,6.67,50.0,5110.0,1.0
"REDMI Note 14 5G (Black, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5110 mAh Battery1 Year,532 Ratings & 43 Reviews,4.2,18332.0,532.0,43.0,8.0,128.0,6.67,50.0,5110.0,1.0
"Tecno Spark 30C 5G (Aurora Cloud, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display48MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,327 Ratings & 16 Reviews,4.3,10499.0,327.0,16.0,4.0,128.0,6.67,48.0,5000.0,1.0
"Tecno Spark 30C 5G (Midnight Shadow, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display48MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,327 Ratings & 16 Reviews,4.3,9999.0,327.0,16.0,4.0,64.0,6.67,48.0,5000.0,1.0
"Google Pixel 9 Pro XL (Porcelain, 256 GB)",16 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 48MP + 48MP | 42MP Front Camera5060 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,640 Ratings & 58 Reviews,4.6,114999.0,640.0,58.0,16.0,256.0,6.8,50.0,5060.0,1.0
"POCO X7 Pro 5G (Nebula Green, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,365 Ratings & 352 Reviews",4.4,27999.0,365.0,352.0,12.0,256.0,6.67,50.0,6550.0,1.0
"vivo Y39 5G (Lotus Purple, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 8 GB16.97 cm (6.68 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh Battery4 Gen 2 Processor1 Year Warranty on the Product and 6 Months Warranty on the Accessories,10 Ratings & 0 Reviews,4.9,18999.0,10.0,0.0,8.0,256.0,6.68,50.0,6500.0,1.0
"vivo Y39 5G (Lotus Purple, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 8 GB16.97 cm (6.68 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh Battery4 Gen 2 Processor1 Year Warranty on the Product and 6 Months Warranty on the Accessories,10 Ratings & 0 Reviews,4.9,16999.0,10.0,0.0,8.0,128.0,6.68,50.0,6500.0,1.0
"vivo Y39 5G (Ocean Blue, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 8 GB16.97 cm (6.68 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh Battery4 Gen 2 Processor1 Year Warranty on the Product and 6 Months Warranty on the Accessories,10 Ratings & 0 Reviews,4.9,18999.0,10.0,0.0,8.0,256.0,6.68,50.0,6500.0,1.0
"REDMI Note 14 5G (Mystique White, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5110 mAh Battery1 Year,532 Ratings & 43 Reviews,4.2,18281.0,532.0,43.0,8.0,128.0,6.67,50.0,5110.0,1.0
"realme C65 5G (Feather Green, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"5,442 Ratings & 237 Reviews",4.2,10999.0,442.0,237.0,4.0,128.0,6.67,50.0,5000.0,1.0
"realme C65 5G (Glowing Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"12,677 Ratings & 527 Reviews",4.3,12498.0,677.0,527.0,6.0,128.0,6.67,50.0,5000.0,1.0
"POCO C61 (Ethereal Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"93,814 Ratings & 3,984 Reviews",4.2,7499.0,814.0,984.0,4.0,64.0,6.71,8.0,5000.0,1.0
"SAMSUNG Galaxy M16 5G (Thunder Black, 128 GB)",6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,106 Ratings & 8 Reviews,4.2,13795.0,106.0,8.0,6.0,128.0,6.7,50.0,5000.0,1.0
"IQOO Neo 10R 5G (MoonKnight Titanium, 128 GB)",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,52 Ratings & 6 Reviews,4.5,28500.0,52.0,6.0,8.0,128.0,6.78,50.0,6400.0,1.0
"IQOO Z9 5G (Graphene Blue, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year on Handset and 6 Months on Accessories,"3,730 Ratings & 218 Reviews",4.4,19299.0,730.0,218.0,8.0,256.0,6.67,50.0,5000.0,1.0
"SAMSUNG M15 5G Prime Edition (Stone Grey, 128 GB)",6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh Battery1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,155 Ratings & 10 Reviews,4.4,13399.0,155.0,10.0,6.0,128.0,6.5,50.0,6000.0,1.0
"OPPO A3 Pro 5G (Starry Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 2MP | 8MP Front Camera5100 mAh BatteryDimensity 6300 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,986 Ratings & 89 Reviews",4.3,16999.0,986.0,89.0,8.0,128.0,6.67,50.0,5100.0,1.0
"OPPO A3 Pro 5G (Starry Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 2MP | 8MP Front Camera5100 mAh BatteryDimensity 6300 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,986 Ratings & 89 Reviews",4.3,18999.0,986.0,89.0,8.0,256.0,6.67,50.0,5100.0,1.0
"REDMI 12 (Jade Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"73,855 Ratings & 4,396 Reviews",4.2,12000.0,855.0,396.0,6.0,128.0,6.79,50.0,5000.0,1.0
"realme 13+ 5G (Victory Gold, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"2,987 Ratings & 269 Reviews",4.3,24999.0,987.0,269.0,8.0,256.0,6.67,50.0,5000.0,1.0
"REDMI Note 13 5G (Purple, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"29,244 Ratings & 1,707 Reviews",4.2,14499.0,244.0,707.0,6.0,128.0,6.67,50.0,5000.0,1.0
"IQOO Z9 5G (Brushed Green, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year on Handset and 6 Months on Accessories,"3,730 Ratings & 218 Reviews",4.4,18998.0,730.0,218.0,8.0,256.0,6.67,50.0,5000.0,1.0
"Tecno Spark 30C 5G (Azure Sky, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display48MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,327 Ratings & 16 Reviews,4.3,10499.0,327.0,16.0,4.0,128.0,6.67,48.0,5000.0,1.0
Kechaoda A27,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor1 Year Domestic Warranty,"13,401 Ratings & 794 Reviews",4.0,894.0,401.0,794.0,8.0,128.0,0.66,50.0,800.0,1.0
"realme C65 5G (Feather Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"12,677 Ratings & 527 Reviews",4.3,11472.0,677.0,527.0,6.0,128.0,6.67,50.0,5000.0,1.0
"realme P3 Pro 5G (Saturn Brown, 256 GB)",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP | 16MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,366 Ratings & 44 Reviews,4.4,26999.0,366.0,44.0,12.0,256.0,6.83,50.0,6000.0,1.0
"REDMI Note 13 Pro 5G (Arctic White, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"36,197 Ratings & 2,861 Reviews",4.3,17499.0,197.0,861.0,8.0,128.0,6.67,50.0,5100.0,1.0
"Apple 14 Plus (Blue, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","47,238 Ratings & 2,718 Reviews",4.6,69900.0,238.0,718.0,8.0,128.0,6.7,50.0,5000.0,1.0
"realme 13 5G (Dark Purple, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,899 Ratings & 48 Reviews,4.3,19999.0,899.0,48.0,8.0,256.0,6.72,50.0,5000.0,1.0
"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatteryExynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"43,537 Ratings & 2,039 Reviews",4.2,10999.0,537.0,39.0,4.0,128.0,6.6,50.0,5000.0,1.0
"Infinix HOT 30i (Marigold, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories,"1,57,265 Ratings & 8,384 Reviews",4.3,9499.0,265.0,384.0,8.0,128.0,6.6,50.0,5000.0,1.0
"vivo Y29 5G (Diamond Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.97 cm (6.68 inch) Display50MP + 0.08MP | 8MP Front Camera5500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,709 Ratings & 29 Reviews,4.4,15499.0,709.0,29.0,6.0,128.0,6.68,50.0,5500.0,1.0
"LAVA Blaze 3 5G (Glass Blue, 128 GB)",6 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,127 Ratings & 14 Reviews,4.2,10683.0,127.0,14.0,6.0,128.0,6.56,50.0,5000.0,1.0
"vivo Y29 5G (Diamond Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.97 cm (6.68 inch) Display50MP + 0.08MP | 8MP Front Camera5500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,359 Ratings & 22 Reviews,4.4,13999.0,359.0,22.0,4.0,128.0,6.68,50.0,5500.0,1.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,"59,517 Ratings & 4,042 Reviews",4.4,29999.0,517.0,42.0,12.0,256.0,6.7,50.0,4500.0,1.0
"POCO X7 5G (Cosmic Silver, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,695 Ratings & 312 Reviews",4.3,20999.0,695.0,312.0,8.0,256.0,6.67,50.0,5500.0,1.0
"SAMSUNG Galaxy A06 (Light Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,40 Ratings & 7 Reviews,4.3,9999.0,40.0,7.0,4.0,64.0,6.7,50.0,5000.0,1.0
"Motorola Edge 50 Pro 5G with 68W Charger (Luxe Lavender, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,"33,586 Ratings & 2,970 Reviews",4.4,27999.0,586.0,970.0,8.0,256.0,6.7,50.0,4500.0,1.0
"POCO X7 5G (Cosmic Silver, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,695 Ratings & 312 Reviews",4.3,18999.0,695.0,312.0,8.0,128.0,6.67,50.0,5500.0,1.0
"vivo Y28s 5G (Twinkling Purple, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Full HD+ Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,926 Ratings & 47 Reviews,4.4,14499.0,926.0,47.0,6.0,128.0,6.56,50.0,5000.0,1.0
"SAMSUNG Galaxy F55 5G (Raisin Black, 256 GB)",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 50MP Front Camera5000 mAh Battery7 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,311 Ratings & 40 Reviews,4.1,26999.0,311.0,40.0,12.0,256.0,6.7,50.0,5000.0,1.0
"REDMI Note 13 Pro 5G (Arctic White, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"9,576 Ratings & 711 Reviews",4.3,19999.0,576.0,711.0,12.0,256.0,6.67,50.0,5100.0,1.0
"LAVA A3 Torch DS Keypad Phone|1750mAh Big Battery|1.8"" Large Display|Quad Strip Torch",24 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1750 mAh Battery1 Year Handset Domestic warranty,63 Ratings & 7 Reviews,4.2,1238.0,63.0,7.0,8.0,128.0,1.8,3.0,1750.0,1.0
"SAMSUNG S25 5G (Mint, 256 GB)",12 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,710 Ratings & 112 Reviews,4.6,80999.0,710.0,112.0,12.0,256.0,6.2,50.0,4000.0,1.0
Nokia 105,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) NA Display0MP | 0MP Front Camera5000 mAh Battery1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,"3,708 Ratings & 236 Reviews",3.4,1299.0,708.0,236.0,8.0,128.0,1.77,50.0,5000.0,1.0
itel Ace2 Heera | King Talker | Auto Call Recording | Expendable Storage32GB,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display1000 mAh Battery1 year manufacturer Warranty,142 Ratings & 7 Reviews,4.0,859.0,142.0,7.0,8.0,128.0,1.8,50.0,1000.0,1.0
"REDMI 14C 5G (Stardust Purple, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,740 Ratings & 52 Reviews,4.2,9499.0,740.0,52.0,4.0,64.0,6.88,50.0,5160.0,1.0
"realme 12 Pro+ 5G (Submarine Blue, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"26,569 Ratings & 3,097 Reviews",4.4,22999.0,569.0,97.0,8.0,256.0,6.7,50.0,5000.0,1.0
"Infinix Zero 40 5G (Violet Garden, 512 GB)",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 50MP + 2MP | 50MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 8200 Ultimate Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"1,218 Ratings & 163 Reviews",4.2,28999.0,218.0,163.0,12.0,512.0,6.78,50.0,5000.0,1.0
"REDMI Note 14 Pro 5G (Phantom Purple, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,327 Ratings & 195 Reviews",4.4,23999.0,327.0,195.0,8.0,128.0,6.67,50.0,5500.0,1.0
Snexian Bold V1,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Quarter QVGA Display0.3MP Rear Camera1000 mAh Battery3 Months Domestic Warranty,208 Ratings & 7 Reviews,4.2,2297.0,208.0,7.0,8.0,128.0,1.8,3.0,1000.0,1.0
"realme C63 (Jade Green, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"10,449 Ratings & 532 Reviews",4.3,8999.0,449.0,532.0,4.0,128.0,6.745,50.0,5000.0,1.0
"OPPO A3x 5G (Starlight White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5100 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"2,150 Ratings & 93 Reviews",4.2,11499.0,150.0,93.0,4.0,64.0,6.67,8.0,5100.0,1.0
"SAMSUNG Galaxy A26 5G (Awesome Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,38 Ratings & 9 Reviews,4.0,24999.0,38.0,9.0,8.0,128.0,6.7,50.0,5000.0,1.0
